
Instance 2, instances/MDG-a_2_n500_m50.txt
0.5, 7722.85, 20, 192, 7721.95, 30, 282, 7730.84, 40, 369, 7742.78, 50, 472, 
0.6, 7708.81, 20, 179, 7757.48, 30, 266, 7750.7, 40, 354, 7743.98, 50, 443, 
0.7, 7727.02, 20, 170, 7724.93, 30, 252, 7726.6, 40, 337, 7735.62, 50, 427, 
0.8, 7717.56, 20, 168, 7731.64, 30, 250, 7729.86, 40, 330, 7747.93, 50, 419, 
0.9, 7705.62, 20, 170, 7744.57, 30, 248, 7745.07, 40, 337, 7737.06, 50, 419, 

Instance 13, instances/MDG-a_13_n500_m50.txt
0.2, 7719.09, 20, 392, 7768.84, 30, 598, 7734.28, 40, 803, 7773.05, 50, 1000, 
0.3, 7779.16, 20, 288, 7766.92, 30, 440, 7757.41, 40, 597, 7762.31, 50, 722, 
0.4, 7767.08, 20, 237, 7728.45, 30, 348, 7752.69, 40, 469, 7759.41, 50, 580, 
0.5, 7743.0, 20, 201, 7725.88, 30, 309, 7759.86, 40, 410, 7756.71, 50, 512, 
0.6, 7753.99, 20, 190, 7757.97, 30, 286, 7743.38, 40, 379, 7770.21, 50, 476, 
0.7, 7754.24, 20, 184, 7758.31, 30, 278, 7777.65, 40, 368, 7793.55, 50, 452, 
0.8, 7741.55, 20, 179, 7764.36, 30, 270, 7751.24, 40, 359, 7734.08, 50, 453, 
0.9, 7737.8, 20, 176, 7756.68, 30, 264, 7739.55, 40, 355, 7738.67, 50, 442, 

Instance 16, instances/MDG-a_16_n500_m50.txt
0.2, 7730.2, 20, 405, 7747.61, 30, 599, 7747.91, 40, 811, 7755.57, 50, 1008, 
0.3, 7752.25, 20, 290, 7789.24, 30, 434, 7757.18, 40, 571, 7755.08, 50, 719, 
0.4, 7724.34, 20, 230, 7749.19, 30, 347, 7779.74, 40, 466, 7778.62, 50, 579, 
0.5, 7754.18, 20, 201, 7750.45, 30, 304, 7725.02, 40, 409, 7738.67, 50, 507, 
0.6, 7766.55, 20, 186, 7729.0, 30, 284, 7744.16, 40, 374, 7764.69, 50, 470, 
0.7, 7744.13, 20, 184, 7745.98, 30, 269, 7770.95, 40, 364, 7767.03, 50, 455, 
0.8, 7760.03, 20, 177, 7736.46, 30, 267, 7743.54, 40, 355, 7762.62, 50, 446, 
0.9, 7714.48, 20, 175, 7734.88, 30, 264, 7732.94, 40, 356, 7734.27, 50, 436, 

Instance 17, instances/MDG-a_17_n500_m50.txt
0.2, 7706.44, 20, 398, 7782.55, 30, 611, 7756.33, 40, 805, 7754.52, 50, 992, 
0.3, 7738.82, 20, 291, 7742.61, 30, 429, 7715.84, 40, 589, 7774.29, 50, 726, 
0.4, 7723.72, 20, 231, 7741.65, 30, 346, 7721.02, 40, 465, 7740.3, 50, 583, 
0.5, 7730.4, 20, 205, 7769.06, 30, 308, 7781.0, 40, 403, 7755.34, 50, 504, 
0.6, 7740.3, 20, 189, 7782.55, 30, 283, 7780.0, 40, 374, 7748.86, 50, 474, 
0.7, 7785.72, 20, 181, 7764.85, 30, 270, 7785.98, 40, 365, 7771.74, 50, 456, 
0.8, 7774.29, 20, 179, 7743.45, 30, 264, 7709.1, 40, 357, 7762.21, 50, 448, 
0.9, 7705.89, 20, 180, 7739.82, 30, 266, 7770.59, 40, 354, 7760.47, 50, 440, 

Instance 19, instances/MDG-a_19_n500_m50.txt
0.2, 7705.01, 20, 403, 7729.88, 30, 604, 7709.79, 40, 803, 7706.61, 50, 1010, 
0.3, 7686.13, 20, 286, 7695.95, 30, 431, 7712.34, 40, 588, 7711.32, 50, 731, 
0.4, 7697.12, 20, 238, 7726.61, 30, 353, 7723.44, 40, 462, 7718.59, 50, 576, 
0.5, 7696.28, 20, 203, 7696.53, 30, 299, 7711.23, 40, 406, 7683.52, 50, 504, 
0.6, 7701.23, 20, 191, 7743.03, 30, 283, 7694.0, 40, 380, 7705.78, 50, 468, 
0.7, 7703.73, 20, 182, 7713.08, 30, 273, 7726.08, 40, 359, 7702.25, 50, 449, 
0.8, 7693.3, 20, 179, 7698.14, 30, 265, 7740.54, 40, 355, 7712.36, 50, 447, 
0.9, 7728.5, 20, 177, 7673.08, 30, 265, 7728.12, 40, 350, 7699.36, 50, 442, 

Instance 20, instances/MDG-a_20_n500_m50.txt
0.2, 7702.07, 20, 410, 7712.26, 30, 626, 7716.27, 40, 822, 7706.86, 50, 1020, 
0.3, 7690.07, 20, 286, 7703.64, 30, 447, 7681.13, 40, 597, 7677.05, 50, 745, 
0.4, 7670.98, 20, 239, 7719.57, 30, 347, 7703.28, 40, 466, 7684.49, 50, 587, 
0.5, 7717.56, 20, 210, 7674.01, 30, 306, 7697.26, 40, 404, 7693.96, 50, 510, 
0.6, 7694.07, 20, 192, 7701.43, 30, 285, 7731.63, 40, 378, 7697.75, 50, 474, 
0.7, 7658.93, 20, 186, 7686.28, 30, 273, 7701.16, 40, 365, 7689.5, 50, 459, 
0.8, 7684.76, 20, 180, 7693.09, 30, 269, 7693.24, 40, 364, 7701.96, 50, 454, 
0.9, 7679.14, 20, 181, 7692.03, 30, 268, 7682.89, 40, 361, 7713.97, 50, 448, 

Time elapsed during the test: 2h, 48 m, 13 s
